,distance,plafond,duration,date
1,25,2180,0 days 01:46:24.000000000,2021-05-27
2,55,2930,0 days 03:38:52.000000000,2021-05-27
3,32,2266,0 days 02:12:58.000000000,2021-05-27
4,2,947,0 days 00:08:45.000000000,2021-05-27
5,3,1056,0 days 00:13:10.000000000,2021-05-27
6,7,1485,0 days 01:10:48.000000000,2021-05-27
7,3,1113,0 days 00:21:44.000000000,2021-05-27
8,3,952,0 days 00:11:28.000000000,2021-05-26
9,3,1002,0 days 00:22:12.000000000,2021-05-26
10,1,998,0 days 00:09:12.000000000,2021-05-26
11,9,1820,0 days 00:55:33.000000000,2021-05-26
12,6,1231,0 days 00:39:43.000000000,2021-05-26
13,2,1119,0 days 00:24:28.000000000,2021-05-26
14,16,1669,0 days 01:28:19.000000000,2021-05-26
15,2,1043,0 days 00:28:46.000000000,2021-05-26
16,8,1148,0 days 01:11:22.000000000,2021-05-26
17,2,954,0 days 00:10:54.000000000,2021-05-26
18,2,1094,0 days 00:10:20.000000000,2021-05-26
19,17,2489,0 days 01:56:01.000000000,2021-05-26
0,1,957,0 days 00:06:23.000000000,2021-05-26
1,16,1896,0 days 01:18:09.000000000,2021-05-26
2,5,1154,0 days 00:32:22.000000000,2021-05-26
3,35,2489,0 days 01:55:02.000000000,2021-05-26
4,13,2239,0 days 01:16:27.000000000,2021-05-26
5,48,2677,0 days 01:43:35.000000000,2021-05-26
6,5,1371,0 days 00:19:23.000000000,2021-05-26
7,23,2289,0 days 01:54:19.000000000,2021-05-26
8,11,2073,0 days 00:52:43.000000000,2021-05-26
9,12,2222,0 days 01:07:36.000000000,2021-05-26
10,42,2856,0 days 02:11:16.000000000,2021-05-26
11,61,2731,0 days 03:36:58.000000000,2021-05-26
12,18,2600,0 days 02:12:23.000000000,2021-05-26
13,20,2479,0 days 02:11:16.000000000,2021-05-26
14,28,2164,0 days 01:36:14.000000000,2021-05-26
15,6,1040,0 days 00:52:45.000000000,2021-05-26
16,3,1069,0 days 00:14:17.000000000,2021-05-26
17,3,1074,0 days 00:26:43.000000000,2021-05-26
18,3,1178,0 days 02:08:27.000000000,2021-05-26
19,5,1248,0 days 00:17:41.000000000,2021-05-26
0,2,1044,0 days 00:15:25.000000000,2021-05-26
1,3,1189,0 days 00:30:07.000000000,2021-05-26
2,2,1147,0 days 00:18:48.000000000,2021-05-26
3,2,1005,0 days 00:10:54.000000000,2021-05-26
4,2,939,0 days 00:06:23.000000000,2021-05-26
5,4,1092,0 days 00:47:38.000000000,2021-05-25
6,4,997,0 days 00:12:02.000000000,2021-05-25
7,6,1163,0 days 00:28:25.000000000,2021-05-25
8,4,1153,0 days 00:28:25.000000000,2021-05-25
9,22,1765,0 days 01:18:09.000000000,2021-05-25
10,3,1129,0 days 00:21:07.000000000,2021-05-25
11,2,998,0 days 00:10:45.000000000,2021-05-25
12,16,2555,0 days 01:06:17.000000000,2021-05-25
13,5,1875,0 days 00:28:25.000000000,2021-05-25
14,3,1053,0 days 00:15:59.000000000,2021-05-25
15,19,2575,0 days 01:15:19.000000000,2021-05-25
16,4,1209,0 days 00:22:46.000000000,2021-05-25
17,10,1763,0 days 01:01:39.000000000,2021-05-25
18,55,2549,0 days 03:20:47.000000000,2021-05-25
19,14,1985,0 days 01:49:14.000000000,2021-05-25
0,2,950,0 days 00:07:06.000000000,2021-05-25
1,30,2364,0 days 01:43:26.000000000,2021-05-25
2,9,1935,0 days 00:27:51.000000000,2021-05-25
3,19,2160,0 days 01:07:25.000000000,2021-05-25
4,5,1677,0 days 00:47:04.000000000,2021-05-25
5,11,2162,0 days 02:00:32.000000000,2021-05-25
6,24,2172,0 days 01:05:41.000000000,2021-05-25
7,7,1861,0 days 00:25:37.000000000,2021-05-25
8,1,958,0 days 00:06:23.000000000,2021-05-25
9,2,945,0 days 00:06:23.000000000,2021-05-24
10,2,964,0 days 00:09:46.000000000,2021-05-24
11,1,949,0 days 00:03:23.000000000,2021-05-24
12,1,956,0 days 00:05:58.000000000,2021-05-24
13,0,969,0 days 00:07:29.000000000,2021-05-24
14,1,947,0 days 00:06:56.000000000,2021-05-23
15,2,951,0 days 00:07:31.000000000,2021-05-23
16,6,1048,0 days 00:31:48.000000000,2021-05-23
17,5,1540,0 days 00:49:20.000000000,2021-05-23
18,2,1063,0 days 00:27:17.000000000,2021-05-23
19,4,1066,0 days 00:49:53.000000000,2021-05-23
0,6,1099,0 days 01:13:37.000000000,2021-05-23
1,4,1057,0 days 01:06:51.000000000,2021-05-23
2,11,1650,0 days 01:30:26.000000000,2021-05-23
3,5,2112,0 days 00:43:07.000000000,2021-05-23
4,8,1092,0 days 00:49:53.000000000,2021-05-23
5,3,1059,0 days 00:51:35.000000000,2021-05-23
6,5,1090,0 days 01:06:51.000000000,2021-05-23
7,10,1918,0 days 01:10:14.000000000,2021-05-23
8,2,1057,0 days 00:10:06.000000000,2021-05-23
9,7,1382,0 days 00:29:50.000000000,2021-05-23
10,10,1918,0 days 00:48:46.000000000,2021-05-23
11,49,2708,0 days 02:18:03.000000000,2021-05-23
12,12,2362,0 days 00:40:51.000000000,2021-05-23
13,26,2172,0 days 01:25:40.000000000,2021-05-23
14,3,1039,0 days 00:20:30.000000000,2021-05-23
15,14,2123,0 days 00:53:17.000000000,2021-05-23
16,45,2385,0 days 02:32:12.000000000,2021-05-23
17,51,2292,0 days 05:21:09.000000000,2021-05-23
18,50,2307,0 days 02:47:26.000000000,2021-05-23
19,7,2027,0 days 00:59:55.000000000,2021-05-23
0,22,2249,0 days 01:19:08.000000000,2021-05-23
1,40,2631,0 days 01:59:58.000000000,2021-05-23
2,12,1919,0 days 01:22:06.000000000,2021-05-23
3,13,2032,0 days 00:52:55.000000000,2021-05-23
4,5,1161,0 days 00:51:35.000000000,2021-05-23
5,50,2341,0 days 02:25:58.000000000,2021-05-23
6,36,2347,0 days 01:54:19.000000000,2021-05-23
7,14,2255,0 days 00:51:30.000000000,2021-05-23
8,27,2264,0 days 01:31:42.000000000,2021-05-23
9,8,2220,0 days 00:43:31.000000000,2021-05-23
10,52,2303,0 days 06:06:22.000000000,2021-05-23
11,21,2205,0 days 02:32:11.000000000,2021-05-23
12,36,2297,0 days 02:26:32.000000000,2021-05-23
13,33,2362,0 days 01:45:50.000000000,2021-05-23
14,5,1826,0 days 00:28:03.000000000,2021-05-23
15,20,2259,0 days 02:31:37.000000000,2021-05-23
16,40,2383,0 days 02:31:37.000000000,2021-05-23
17,10,1862,0 days 00:38:37.000000000,2021-05-23
18,68,2411,0 days 03:45:43.000000000,2021-05-23
19,47,2244,0 days 02:14:39.000000000,2021-05-23
0,5,1060,0 days 00:37:28.000000000,2021-05-23
1,41,2770,0 days 02:03:55.000000000,2021-05-23
2,75,2433,0 days 03:48:28.000000000,2021-05-23
3,64,2403,0 days 03:19:39.000000000,2021-05-23
4,31,2299,0 days 02:09:57.000000000,2021-05-23
5,31,2270,0 days 02:16:21.000000000,2021-05-23
6,36,2123,0 days 02:56:29.000000000,2021-05-23
7,3,1082,0 days 00:16:33.000000000,2021-05-23
8,55,2837,0 days 03:27:03.000000000,2021-05-23
9,67,2712,0 days 03:04:42.000000000,2021-05-23
10,26,2414,0 days 01:49:48.000000000,2021-05-23
11,42,2214,0 days 02:57:51.000000000,2021-05-23
12,10,2056,0 days 00:34:04.000000000,2021-05-23
13,33,2069,0 days 02:18:03.000000000,2021-05-23
14,89,2942,0 days 05:21:43.000000000,2021-05-23
15,9,2095,0 days 01:14:10.000000000,2021-05-23
16,1,955,0 days 00:09:46.000000000,2021-05-23
17,16,2087,0 days 01:56:57.000000000,2021-05-23
18,86,2940,0 days 05:35:50.000000000,2021-05-23
19,11,1893,0 days 01:37:56.000000000,2021-05-23
0,3,1061,0 days 00:30:07.000000000,2021-05-23
1,82,2594,0 days 04:42:43.000000000,2021-05-23
2,9,1822,0 days 00:54:55.000000000,2021-05-23
3,21,2112,0 days 01:43:35.000000000,2021-05-23
4,3,1661,0 days 00:26:58.000000000,2021-05-23
5,2,952,0 days 00:12:37.000000000,2021-05-23
6,4,1195,0 days 00:18:48.000000000,2021-05-23
7,5,1153,0 days 00:31:51.000000000,2021-05-23
8,2,1039,0 days 00:17:41.000000000,2021-05-23
9,4,1166,0 days 00:22:12.000000000,2021-05-23
10,4,1171,0 days 00:43:39.000000000,2021-05-23
11,3,883,0 days 00:06:56.000000000,2021-05-23
12,1,906,0 days 00:07:53.000000000,2021-05-23
13,1,875,0 days 00:03:33.000000000,2021-05-22
14,1,936,0 days 00:04:07.000000000,2021-05-22
15,10,1165,0 days 00:30:40.000000000,2021-05-22
16,11,1349,0 days 00:30:40.000000000,2021-05-22
17,3,947,0 days 00:09:12.000000000,2021-05-22
18,5,1037,0 days 00:13:43.000000000,2021-05-22
19,49,2170,0 days 01:37:22.000000000,2021-05-22
0,2,1031,0 days 00:38:37.000000000,2021-05-22
1,13,1783,0 days 01:03:57.000000000,2021-05-22
2,36,2163,0 days 01:11:33.000000000,2021-05-22
3,7,1709,0 days 01:05:09.000000000,2021-05-22
4,6,1454,0 days 01:12:30.000000000,2021-05-22
5,14,2139,0 days 01:19:50.000000000,2021-05-22
6,8,1810,0 days 01:06:17.000000000,2021-05-22
7,7,1457,0 days 00:34:13.000000000,2021-05-22
8,14,2021,0 days 01:24:22.000000000,2021-05-22
9,3,1064,0 days 00:20:30.000000000,2021-05-22
10,12,1895,0 days 01:21:32.000000000,2021-05-22
11,9,1780,0 days 00:34:38.000000000,2021-05-22
12,3,1330,0 days 00:23:20.000000000,2021-05-22
13,9,1833,0 days 00:37:28.000000000,2021-05-22
14,3,988,0 days 00:15:59.000000000,2021-05-22
15,5,1592,0 days 00:30:07.000000000,2021-05-22
16,2,1239,0 days 00:27:17.000000000,2021-05-22
17,8,1730,0 days 00:48:46.000000000,2021-05-22
18,3,1225,0 days 00:35:12.000000000,2021-05-22
19,5,1510,0 days 00:28:25.000000000,2021-05-22
0,3,1029,0 days 00:25:37.000000000,2021-05-22
1,10,1792,0 days 02:09:05.000000000,2021-05-22
2,9,1803,0 days 00:30:07.000000000,2021-05-22
3,6,1538,0 days 01:05:43.000000000,2021-05-22
4,2,1020,0 days 00:24:28.000000000,2021-05-22
5,32,2187,0 days 02:23:42.000000000,2021-05-22
6,4,1058,0 days 00:12:02.000000000,2021-05-22
7,15,2233,0 days 01:22:06.000000000,2021-05-22
8,3,1102,0 days 00:25:53.000000000,2021-05-22
9,10,1778,0 days 00:35:46.000000000,2021-05-22
10,5,1562,0 days 01:11:22.000000000,2021-05-22
11,1,902,0 days 00:05:15.000000000,2021-05-22
12,2,1040,0 days 00:09:33.000000000,2021-05-22
13,2,989,0 days 00:09:12.000000000,2021-05-22
14,2,988,0 days 00:09:53.000000000,2021-05-22
15,2,961,0 days 00:09:09.000000000,2021-05-22
16,4,1287,0 days 00:35:30.000000000,2021-05-22
17,1,959,0 days 00:05:49.000000000,2021-05-22
18,3,1029,0 days 00:30:30.000000000,2021-05-22
19,1,915,0 days 00:07:31.000000000,2021-05-22
0,2,958,0 days 00:08:04.000000000,2021-05-22
1,1,1110,0 days 00:05:49.000000000,2021-05-21
2,1,947,0 days 00:05:15.000000000,2021-05-21
3,1,1020,0 days 00:05:15.000000000,2021-05-21
4,1,921,0 days 00:05:15.000000000,2021-05-21
5,1,956,0 days 00:05:00.000000000,2021-05-20
6,1,961,0 days 00:06:23.000000000,2021-05-20
7,3,1102,0 days 00:43:07.000000000,2021-05-20
8,5,1237,0 days 00:52:38.000000000,2021-05-20
9,3,1300,0 days 00:43:07.000000000,2021-05-20
10,18,2168,0 days 01:27:45.000000000,2021-05-20
11,5,558,0 days 00:11:28.000000000,2021-05-20
12,11,1617,0 days 01:02:56.000000000,2021-05-20
13,22,2136,0 days 01:23:14.000000000,2021-05-20
14,2,1140,0 days 00:11:28.000000000,2021-05-20
15,7,1247,0 days 00:45:56.000000000,2021-05-20
16,3,1189,0 days 01:33:58.000000000,2021-05-20
17,2,981,0 days 00:12:02.000000000,2021-05-20
18,23,2130,0 days 01:49:22.000000000,2021-05-20
19,13,1924,0 days 01:32:50.000000000,2021-05-20
0,12,1803,0 days 01:08:33.000000000,2021-05-20
1,18,2131,0 days 01:05:43.000000000,2021-05-20
2,25,2352,0 days 01:13:59.000000000,2021-05-20
3,29,2290,0 days 01:35:06.000000000,2021-05-20
4,12,2156,0 days 00:51:52.000000000,2021-05-20
5,3,972,0 days 00:12:19.000000000,2021-05-20
6,25,2208,0 days 01:33:33.000000000,2021-05-20
7,2,968,0 days 00:13:10.000000000,2021-05-20
8,48,2424,0 days 03:10:02.000000000,2021-05-20
9,39,2222,0 days 01:36:48.000000000,2021-05-20
10,41,2114,0 days 01:33:24.000000000,2021-05-20
11,9,2019,0 days 00:59:57.000000000,2021-05-20
12,32,2241,0 days 01:49:14.000000000,2021-05-20
13,35,2167,0 days 02:37:50.000000000,2021-05-20
14,10,1673,0 days 00:49:20.000000000,2021-05-20
15,2,1042,0 days 00:09:00.000000000,2021-05-20
16,2,1020,0 days 00:11:13.000000000,2021-05-20
17,68,2281,0 days 03:37:51.000000000,2021-05-20
18,66,2410,0 days 03:32:39.000000000,2021-05-20
19,30,2319,0 days 02:10:42.000000000,2021-05-20
0,65,2384,0 days 03:36:19.000000000,2021-05-20
1,51,2191,0 days 03:34:21.000000000,2021-05-20
2,25,1953,0 days 01:48:06.000000000,2021-05-20
3,58,2235,0 days 03:23:02.000000000,2021-05-20
4,3,1116,0 days 00:19:56.000000000,2021-05-20
5,59,2239,0 days 03:09:29.000000000,2021-05-20
6,53,2266,0 days 03:03:49.000000000,2021-05-20
7,11,1666,0 days 01:05:43.000000000,2021-05-20
8,5,1425,0 days 01:11:56.000000000,2021-05-20
9,9,1778,0 days 00:54:30.000000000,2021-05-20
10,3,1434,0 days 00:32:19.000000000,2021-05-20
11,15,1740,0 days 01:35:06.000000000,2021-05-20
12,5,1713,0 days 00:22:46.000000000,2021-05-20
13,11,1793,0 days 00:47:38.000000000,2021-05-20
14,30,2174,0 days 02:14:06.000000000,2021-05-20
15,14,1638,0 days 00:58:22.000000000,2021-05-20
16,4,1648,0 days 00:27:56.000000000,2021-05-20
17,73,2252,0 days 04:01:35.000000000,2021-05-20
18,18,1814,0 days 01:04:35.000000000,2021-05-20
19,52,2450,0 days 03:35:54.000000000,2021-05-20
0,26,1879,0 days 02:47:26.000000000,2021-05-20
1,21,1821,0 days 01:52:03.000000000,2021-05-20
2,2,1054,0 days 00:08:38.000000000,2021-05-20
3,59,2415,0 days 04:59:07.000000000,2021-05-20
4,2,1078,0 days 00:15:59.000000000,2021-05-20
5,3,978,0 days 00:22:12.000000000,2021-05-20
6,1,947,0 days 00:06:23.000000000,2021-05-20
7,2,997,0 days 00:10:20.000000000,2021-05-20
8,2,1095,0 days 00:12:02.000000000,2021-05-20
9,2,951,0 days 00:12:02.000000000,2021-05-20
10,2,948,0 days 00:12:37.000000000,2021-05-20
11,2,970,0 days 00:10:53.000000000,2021-05-20
12,2,982,0 days 00:17:00.000000000,2021-05-20
13,1,809,0 days 00:04:07.000000000,2021-05-20
14,4,974,0 days 00:28:25.000000000,2021-05-20
15,2,945,0 days 00:09:44.000000000,2021-05-20
16,1,948,0 days 00:08:04.000000000,2021-05-20
17,2,961,0 days 00:08:04.000000000,2021-05-20
18,2,954,0 days 00:09:12.000000000,2021-05-20
19,2,958,0 days 00:08:04.000000000,2021-05-20
0,2,950,0 days 00:06:23.000000000,2021-05-20
1,1,961,0 days 00:05:49.000000000,2021-05-19
2,1,900,0 days 00:04:41.000000000,2021-05-19
3,2,951,0 days 00:06:23.000000000,2021-05-19
4,1,949,0 days 00:04:07.000000000,2021-05-19
5,2,951,0 days 00:06:23.000000000,2021-05-19
6,2,935,0 days 00:08:04.000000000,2021-05-19
7,3,1148,0 days 00:24:28.000000000,2021-05-18
8,3,992,0 days 00:19:23.000000000,2021-05-18
9,6,1250,0 days 00:36:20.000000000,2021-05-18
10,2,1067,0 days 00:28:59.000000000,2021-05-18
11,10,1976,0 days 00:49:23.000000000,2021-05-18
12,3,1191,0 days 00:40:17.000000000,2021-05-18
13,2,953,0 days 00:08:38.000000000,2021-05-18
14,3,965,0 days 00:12:37.000000000,2021-05-18
15,3,1083,0 days 00:36:49.000000000,2021-05-18
16,3,1097,0 days 00:35:12.000000000,2021-05-18
17,2,945,0 days 00:08:04.000000000,2021-05-18
18,3,961,0 days 00:19:56.000000000,2021-05-17
19,2,948,0 days 00:13:43.000000000,2021-05-17
0,1,950,0 days 00:05:49.000000000,2021-05-17
1,1,946,0 days 00:05:49.000000000,2021-05-17
2,1,943,0 days 00:06:56.000000000,2021-05-17
3,1,954,0 days 00:06:23.000000000,2021-05-17
4,1,945,0 days 00:05:49.000000000,2021-05-17
5,1,945,0 days 00:09:12.000000000,2021-05-17
6,1,976,0 days 00:05:15.000000000,2021-05-17
7,1,946,0 days 00:05:49.000000000,2021-05-17
8,0,883,0 days 00:04:07.000000000,2021-05-17
9,1,953,0 days 00:05:49.000000000,2021-05-17
10,1,946,0 days 00:05:49.000000000,2021-05-17
11,2,946,0 days 00:05:49.000000000,2021-05-17
12,1,956,0 days 00:05:15.000000000,2021-05-16
13,1,958,0 days 00:05:15.000000000,2021-05-16
14,1,1108,0 days 00:07:31.000000000,2021-05-15
15,1,944,0 days 00:05:30.000000000,2021-05-15
16,2,993,0 days 00:10:20.000000000,2021-05-14
17,2,951,0 days 00:08:04.000000000,2021-05-14
18,1,885,0 days 00:04:07.000000000,2021-05-14
19,2,983,0 days 00:13:46.000000000,2021-05-14
0,2,983,0 days 00:11:28.000000000,2021-05-14
1,2,1065,0 days 00:15:59.000000000,2021-05-13
2,3,773,0 days 00:06:56.000000000,2021-05-13
3,4,1064,0 days 01:02:53.000000000,2021-05-13
4,25,2153,0 days 01:46:58.000000000,2021-05-13
5,2,1086,0 days 00:09:12.000000000,2021-05-13
6,6,2177,0 days 00:26:09.000000000,2021-05-13
7,7,1573,0 days 00:38:37.000000000,2021-05-13
8,3,1193,0 days 00:24:29.000000000,2021-05-13
9,36,2351,0 days 01:59:24.000000000,2021-05-13
10,9,2078,0 days 01:01:46.000000000,2021-05-13
11,7,2206,0 days 00:31:48.000000000,2021-05-13
12,15,1992,0 days 00:45:22.000000000,2021-05-13
13,26,2191,0 days 01:34:32.000000000,2021-05-13
14,3,1302,0 days 00:48:46.000000000,2021-05-13
15,22,2151,0 days 01:14:49.000000000,2021-05-13
16,5,1599,0 days 00:44:48.000000000,2021-05-13
17,17,2020,0 days 01:06:38.000000000,2021-05-13
18,13,1917,0 days 01:06:51.000000000,2021-05-13
19,5,1375,0 days 00:29:33.000000000,2021-05-13
0,2,1096,0 days 00:12:37.000000000,2021-05-13
1,6,1338,0 days 00:26:09.000000000,2021-05-13
2,24,2151,0 days 02:03:19.000000000,2021-05-13
3,9,1997,0 days 01:38:30.000000000,2021-05-13
4,39,2223,0 days 03:30:40.000000000,2021-05-13
5,24,2006,0 days 01:19:50.000000000,2021-05-13
6,47,2306,0 days 03:47:23.000000000,2021-05-13
7,8,1978,0 days 01:14:37.000000000,2021-05-13
8,4,1227,0 days 00:24:28.000000000,2021-05-13
9,3,1054,0 days 00:21:04.000000000,2021-05-13
10,1,933,0 days 00:05:49.000000000,2021-05-13
11,4,1070,0 days 00:24:11.000000000,2021-12-05
12,2,1036,0 days 00:21:45.000000000,2021-12-05
13,6,1831,0 days 00:48:46.000000000,2021-12-05
14,4,1110,0 days 00:20:30.000000000,2021-12-05
15,19,2183,0 days 01:23:48.000000000,2021-12-05
16,3,1103,0 days 01:01:45.000000000,2021-12-05
17,3,1278,0 days 00:22:46.000000000,2021-12-05
18,4,1200,0 days 00:38:01.000000000,2021-12-05
19,16,1577,0 days 00:57:48.000000000,2021-12-05
0,10,1742,0 days 00:52:29.000000000,2021-12-05
1,41,2346,0 days 02:24:11.000000000,2021-12-05
2,38,2094,0 days 01:41:19.000000000,2021-12-05
3,2,1133,0 days 00:15:53.000000000,2021-12-05
4,10,1936,0 days 00:54:25.000000000,2021-12-05
5,36,2232,0 days 02:45:42.000000000,2021-12-05
6,18,1975,0 days 01:54:28.000000000,2021-12-05
7,18,1948,0 days 02:04:57.000000000,2021-12-05
8,4,1180,0 days 00:21:38.000000000,2021-12-05
9,5,1738,0 days 00:39:43.000000000,2021-12-05
10,2,1126,0 days 00:15:25.000000000,2021-12-05
11,60,2323,0 days 02:59:18.000000000,2021-12-05
12,39,2119,0 days 02:37:16.000000000,2021-12-05
13,21,1743,0 days 01:10:14.000000000,2021-12-05
14,8,1632,0 days 00:52:43.000000000,2021-12-05
15,2,1322,0 days 00:08:38.000000000,2021-12-05
16,2,960,0 days 00:09:46.000000000,2021-12-05
17,2,985,0 days 00:14:51.000000000,2021-09-05
18,3,980,0 days 00:13:10.000000000,2021-09-05
19,1,956,0 days 00:05:49.000000000,2021-09-05
0,2,948,0 days 00:06:56.000000000,2021-09-05
1,2,1026,0 days 00:19:56.000000000,2021-08-05
2,3,1121,0 days 00:39:09.000000000,2021-08-05
3,2,956,0 days 00:12:02.000000000,2021-08-05
4,5,1642,0 days 00:43:07.000000000,2021-08-05
5,3,1260,0 days 00:33:30.000000000,2021-08-05
6,1,971,0 days 00:04:41.000000000,2021-08-05
7,0,954,0 days 00:01:51.000000000,2021-08-05
8,2,1106,0 days 00:17:41.000000000,2021-08-05
9,5,1229,0 days 00:42:33.000000000,2021-08-05
10,3,1265,0 days 01:00:38.000000000,2021-08-05
11,2,982,0 days 00:07:11.000000000,2021-08-05
12,3,963,0 days 00:13:10.000000000,2021-08-05
13,2,951,0 days 00:06:23.000000000,2021-08-05
14,2,946,0 days 00:07:31.000000000,2021-08-05
15,2,945,0 days 00:06:23.000000000,2021-08-05
16,3,935,0 days 00:10:29.000000000,2021-08-05
17,2,971,0 days 00:08:38.000000000,2021-08-05
18,2,968,0 days 00:12:37.000000000,2021-08-05
19,3,984,0 days 00:14:17.000000000,2021-08-05
0,2,999,0 days 00:31:15.000000000,2021-08-05
1,0,718,0 days 00:03:33.000000000,2021-08-05
2,1,926,0 days 00:04:41.000000000,2021-08-05
3,0,655,0 days 00:02:25.000000000,2021-08-05
4,2,948,0 days 00:11:58.000000000,2021-08-05
5,2,946,0 days 00:09:15.000000000,2021-08-05
6,2,949,0 days 00:10:50.000000000,2021-08-05
7,3,985,0 days 00:12:02.000000000,2021-08-05
8,2,986,0 days 00:10:54.000000000,2021-08-05
9,1,955,0 days 00:09:12.000000000,2021-08-05
10,2,947,0 days 00:06:56.000000000,2021-08-05
11,3,939,0 days 00:15:25.000000000,2021-08-05
12,2,945,0 days 00:13:43.000000000,2021-08-05
13,2,950,0 days 00:06:59.000000000,2021-08-05
14,1,948,0 days 00:06:23.000000000,2021-08-05
15,1,884,0 days 00:04:51.000000000,2021-08-05
16,1,957,0 days 00:06:27.000000000,2021-08-05
17,2,950,0 days 00:08:04.000000000,2021-08-05
18,2,946,0 days 00:09:12.000000000,2021-08-05
19,1,957,0 days 00:05:50.000000000,2021-08-05
0,1,947,0 days 00:05:49.000000000,2021-08-05
1,2,938,0 days 00:05:49.000000000,2021-08-05
2,2,946,0 days 00:05:49.000000000,2021-08-05
3,1,911,0 days 00:05:17.000000000,2021-08-05
4,2,947,0 days 00:06:56.000000000,2021-07-05
5,1,953,0 days 00:05:15.000000000,2021-07-05
6,2,943,0 days 00:06:23.000000000,2021-07-05
7,1,951,0 days 00:05:15.000000000,2021-06-05
8,7,1674,0 days 01:22:40.000000000,2021-05-05
9,2,940,0 days 00:08:38.000000000,2021-05-05
10,1,954,0 days 00:08:38.000000000,2021-04-05
11,2,1049,0 days 00:11:28.000000000,2021-04-05
12,2,1049,0 days 00:11:28.000000000,2021-04-05
13,1,938,0 days 00:05:49.000000000,2021-04-05
14,2,1004,0 days 00:10:20.000000000,2021-03-05
15,5,1243,0 days 00:25:02.000000000,2021-03-05
16,32,2260,0 days 01:51:30.000000000,2021-03-05
17,13,2043,0 days 00:45:56.000000000,2021-03-05
18,12,1954,0 days 01:07:25.000000000,2021-03-05
19,8,2091,0 days 01:22:06.000000000,2021-03-05
0,7,2115,0 days 00:40:51.000000000,2021-03-05
1,5,1242,0 days 00:23:20.000000000,2021-03-05
2,21,2200,0 days 01:20:18.000000000,2021-03-05
3,42,2166,0 days 02:34:26.000000000,2021-03-05
4,14,1995,0 days 01:09:06.000000000,2021-03-05
5,31,2218,0 days 01:44:09.000000000,2021-03-05
6,9,1979,0 days 00:43:40.000000000,2021-03-05
7,18,2135,0 days 01:06:51.000000000,2021-03-05
8,21,2385,0 days 02:05:37.000000000,2021-03-05
9,8,1593,0 days 01:21:32.000000000,2021-03-05
10,21,2251,0 days 02:17:39.000000000,2021-03-05
11,20,2166,0 days 02:24:11.000000000,2021-03-05
12,38,2625,0 days 02:05:37.000000000,2021-03-05
13,37,2496,0 days 02:33:29.000000000,2021-03-05
14,22,2117,0 days 02:08:27.000000000,2021-03-05
15,17,2020,0 days 01:07:58.000000000,2021-03-05
16,44,2298,0 days 02:35:00.000000000,2021-03-05
17,9,1834,0 days 00:39:09.000000000,2021-03-05
18,11,1833,0 days 01:09:03.000000000,2021-03-05
19,24,2146,0 days 01:50:56.000000000,2021-03-05
0,28,2278,0 days 01:52:03.000000000,2021-03-05
1,7,1958,0 days 00:53:51.000000000,2021-03-05
2,27,2503,0 days 01:16:27.000000000,2021-03-05
3,57,2500,0 days 03:03:34.000000000,2021-03-05
4,8,1964,0 days 00:47:38.000000000,2021-03-05
5,23,1857,0 days 02:04:29.000000000,2021-03-05
6,21,2086,0 days 01:21:24.000000000,2021-03-05
7,4,1267,0 days 01:10:48.000000000,2021-03-05
8,19,2088,0 days 01:20:25.000000000,2021-03-05
9,14,2128,0 days 00:52:09.000000000,2021-03-05
10,17,2103,0 days 01:07:01.000000000,2021-03-05
11,47,2184,0 days 02:44:03.000000000,2021-03-05
12,1,986,0 days 00:06:56.000000000,2021-03-05
13,7,2171,0 days 00:51:02.000000000,2021-03-05
14,32,2228,0 days 01:56:01.000000000,2021-03-05
15,32,2243,0 days 02:31:03.000000000,2021-03-05
16,57,2064,0 days 03:21:50.000000000,2021-03-05
17,29,2065,0 days 02:27:39.000000000,2021-03-05
18,11,2137,0 days 01:00:38.000000000,2021-03-05
19,32,2155,0 days 02:03:52.000000000,2021-03-05
0,36,2159,0 days 01:58:16.000000000,2021-03-05
1,57,2245,0 days 02:59:52.000000000,2021-03-05
2,48,2213,0 days 02:40:39.000000000,2021-03-05
3,47,2271,0 days 02:41:47.000000000,2021-03-05
4,32,2111,0 days 01:56:35.000000000,2021-03-05
5,5,1118,0 days 00:57:10.000000000,2021-03-05
6,2,1176,0 days 00:10:20.000000000,2021-03-05
7,9,1814,0 days 00:47:04.000000000,2021-03-05
8,32,2241,0 days 02:09:51.000000000,2021-03-05
9,13,1831,0 days 00:58:56.000000000,2021-03-05
10,5,1318,0 days 00:25:37.000000000,2021-03-05
11,1,1022,0 days 00:05:49.000000000,2021-03-05
12,8,1489,0 days 01:11:22.000000000,2021-03-05
13,1,948,0 days 00:06:23.000000000,2021-03-05
14,3,1006,0 days 00:14:51.000000000,2021-02-05
15,4,1124,0 days 00:58:56.000000000,2021-04-27
16,3,1030,0 days 00:21:04.000000000,2021-04-27
17,2,939,0 days 00:06:23.000000000,2021-04-27
18,1,947,0 days 00:08:04.000000000,2021-04-27
19,1,826,0 days 00:05:15.000000000,2021-04-27
0,3,954,0 days 00:12:28.000000000,2021-04-27
1,4,1184,0 days 00:19:23.000000000,2021-04-25
2,3,1318,0 days 00:23:20.000000000,2021-04-25
3,10,2038,0 days 00:49:09.000000000,2021-04-25
4,4,1857,0 days 00:34:14.000000000,2021-04-25
